evaluation_id,model_version,eval_prompt_category,human_rating,synthetic_metric,cost_of_evaluation,evaluation_date,deployment_week
EVAL_000371,v1.0,Scientific,5,82.68,20.78,2024-01-16,1
EVAL_000372,v1.0,Scientific,4,78.21,20.02,2024-02-19,1
EVAL_000373,v1.0,General QA,3,79.13,15.41,2024-05-16,1
EVAL_000374,v1.0,Scientific,4,86.21,21.11,2024-02-21,1
EVAL_000375,v1.0,General QA,3,72.17,25.83,2024-06-27,1
EVAL_000376,v1.0,General QA,4,79.61,27.8,2024-03-07,1
EVAL_000377,v1.0,Coding,5,91.56,25.59,2024-03-27,1
EVAL_000378,v1.0,Creative Writing,3,62.92,27.61,2024-05-03,1
EVAL_000379,v1.0,Scientific,5,79.82,20.94,2024-02-04,1
EVAL_000380,v1.0,Math/Logic,5,87.68,30.81,2024-04-22,1
EVAL_000381,v1.0,Creative Writing,4,77.88,22.58,2024-03-02,1
EVAL_000382,v1.0,Coding,4,75.41,17.31,2024-02-10,1
EVAL_000383,v1.0,Math/Logic,3,57.95,27.11,2024-05-20,1
EVAL_000384,v1.0,General QA,4,65.72,18.48,2024-06-16,1
EVAL_000385,v1.0,Scientific,5,86.77,21.87,2024-06-09,1
EVAL_000386,v1.0,Creative Writing,5,85.41,18.61,2024-03-24,1
EVAL_000387,v1.0,General QA,4,74.13,25.94,2024-05-26,1
EVAL_000388,v1.0,Creative Writing,4,82.67,20.82,2024-02-10,1
EVAL_000389,v1.0,Creative Writing,3,88.17,22.9,2024-01-10,1
EVAL_000390,v1.0,Math/Logic,4,63.55,27.11,2024-04-02,1
EVAL_000391,v1.0,Creative Writing,3,75.39,21.29,2024-02-14,1
EVAL_000392,v1.0,Coding,4,90.59,23.0,2024-05-31,1
EVAL_000393,v1.0,Coding,4,65.15,22.06,2024-06-21,1
EVAL_000394,v1.0,General QA,3,79.22,25.98,2024-06-04,1
EVAL_000395,v1.0,General QA,3,84.74,22.73,2024-02-26,1
EVAL_000396,v1.0,General QA,5,88.96,20.48,2024-01-07,1
EVAL_000397,v1.0,Math/Logic,3,56.43,19.68,2024-06-11,1
EVAL_000398,v1.0,Scientific,4,80.72,17.52,2024-03-04,1
EVAL_000399,v1.0,General QA,4,83.58,24.4,2024-01-31,1
EVAL_000400,v1.0,Math/Logic,3,71.1,16.04,2024-06-02,1
EVAL_000401,v1.0,Math/Logic,3,73.59,19.93,2024-01-06,1
EVAL_000402,v1.0,Creative Writing,3,68.51,26.53,2024-02-06,1
EVAL_000403,v1.0,Scientific,2,68.78,26.92,2024-04-22,1
EVAL_000404,v1.0,General QA,4,74.26,21.78,2024-01-22,1
EVAL_000405,v1.0,Math/Logic,5,81.24,20.53,2024-02-22,1
EVAL_000406,v1.0,General QA,5,83.82,28.64,2024-03-25,1
EVAL_000407,v1.0,Scientific,4,76.65,18.48,2024-01-24,1
EVAL_000408,v1.0,Math/Logic,4,86.79,22.03,2024-01-17,1
EVAL_000409,v1.0,Scientific,5,95.97,27.31,2024-06-13,1
EVAL_000410,v1.0,Math/Logic,4,72.18,29.6,2024-03-04,1
EVAL_000411,v1.0,Math/Logic,5,95.84,31.05,2024-05-28,1
EVAL_000412,v1.0,Coding,4,76.93,23.0,2024-01-12,1
EVAL_000413,v1.0,Creative Writing,4,88.86,27.32,2024-03-10,1
EVAL_000414,v1.0,Math/Logic,5,81.67,24.62,2024-06-03,1
EVAL_000415,v1.0,General QA,5,84.16,31.42,2024-03-22,1
EVAL_000416,v1.0,Coding,5,92.52,32.34,2024-02-17,1
EVAL_000417,v1.0,Math/Logic,3,62.85,18.68,2024-03-07,1
EVAL_000418,v1.0,Math/Logic,4,69.38,29.94,2024-06-19,1
EVAL_000419,v1.0,Math/Logic,4,78.89,21.38,2024-06-17,1
EVAL_000420,v1.0,General QA,3,74.19,14.21,2024-03-05,1
EVAL_000421,v1.0,General QA,4,87.83,27.3,2024-05-12,1
EVAL_000422,v1.0,Coding,5,83.52,27.2,2024-04-13,1
EVAL_000423,v1.0,Math/Logic,5,77.92,18.37,2024-03-15,1
EVAL_000424,v1.0,Scientific,5,87.34,28.47,2024-02-14,1
EVAL_000425,v1.0,Creative Writing,4,71.15,17.69,2024-06-10,1
EVAL_000426,v1.0,General QA,3,70.73,24.65,2024-04-20,1
EVAL_000427,v1.0,Math/Logic,3,83.12,16.28,2024-02-24,1
EVAL_000428,v1.0,Scientific,4,66.83,24.23,2024-06-06,1
EVAL_000429,v1.0,Coding,3,59.51,25.39,2024-01-31,1
EVAL_000430,v1.0,General QA,4,87.99,28.32,2024-02-23,1
EVAL_000431,v1.0,General QA,2,89.17,15.52,2024-02-22,1
EVAL_000432,v1.0,Creative Writing,3,72.65,21.45,2024-02-03,1
EVAL_000433,v1.0,Creative Writing,4,89.88,22.04,2024-04-02,1
EVAL_000434,v1.0,Coding,5,83.83,26.75,2024-01-08,1
EVAL_000435,v1.0,Creative Writing,4,68.69,29.0,2024-04-09,1
EVAL_000436,v1.0,Scientific,5,86.67,23.66,2024-06-27,1
EVAL_000437,v1.0,Creative Writing,3,65.36,27.95,2024-04-29,1
EVAL_000438,v1.0,General QA,4,66.83,18.74,2024-01-24,1
EVAL_000439,v1.0,Math/Logic,4,68.96,20.03,2024-03-24,1
EVAL_000440,v1.0,Creative Writing,2,80.72,24.99,2024-04-08,1
EVAL_000441,v1.0,Creative Writing,4,82.36,24.28,2024-04-09,1
EVAL_000442,v1.0,Scientific,3,79.93,27.2,2024-04-09,1
EVAL_000443,v1.0,Creative Writing,4,81.86,29.96,2024-02-05,1
EVAL_000444,v1.0,General QA,4,92.42,24.69,2024-01-21,1
EVAL_000445,v1.0,General QA,4,68.44,27.73,2024-02-22,1
EVAL_000446,v1.0,Coding,3,71.11,27.67,2024-01-02,1
EVAL_000447,v1.0,General QA,3,56.03,20.06,2024-01-17,1
EVAL_000448,v1.0,Coding,4,78.67,30.45,2024-03-30,1
EVAL_000449,v1.0,Scientific,4,76.09,23.82,2024-01-27,1
EVAL_000450,v1.0,Scientific,2,60.71,14.73,2024-05-14,1
EVAL_000451,v1.0,Math/Logic,3,76.89,23.63,2024-01-12,1
EVAL_000452,v1.0,Math/Logic,5,82.18,28.13,2024-06-08,1
EVAL_000453,v1.0,General QA,3,89.36,17.11,2024-02-28,1
EVAL_000454,v1.0,General QA,5,88.17,27.05,2024-03-19,1
EVAL_000455,v1.0,Coding,4,77.9,30.44,2024-01-28,1
EVAL_000456,v1.0,Creative Writing,4,76.75,29.44,2024-01-25,1
EVAL_000457,v1.0,Coding,4,73.16,18.46,2024-03-05,1
EVAL_000458,v1.0,Coding,5,84.57,26.08,2024-06-07,1
EVAL_000459,v1.0,Math/Logic,5,83.16,25.46,2024-04-14,1
EVAL_000460,v1.0,Creative Writing,2,62.82,23.42,2024-03-01,1
EVAL_000461,v1.0,Creative Writing,4,80.35,28.1,2024-03-18,1
EVAL_000462,v1.0,General QA,5,62.38,30.96,2024-01-08,1
EVAL_000463,v1.0,Math/Logic,4,89.29,30.92,2024-02-19,1
EVAL_000464,v1.0,Math/Logic,3,76.22,23.55,2024-02-17,1
EVAL_000465,v1.0,Creative Writing,4,91.64,22.55,2024-01-19,1
EVAL_000466,v1.0,Coding,5,86.87,31.62,2024-04-07,1
EVAL_000467,v1.0,Creative Writing,5,89.09,29.36,2024-05-20,1
EVAL_000468,v1.0,Coding,3,80.73,23.61,2024-02-08,1
EVAL_000469,v1.0,Scientific,4,70.7,23.48,2024-05-16,1
EVAL_000470,v1.0,Scientific,4,64.28,19.43,2024-06-19,1
EVAL_000471,v1.0,Scientific,4,68.48,26.93,2024-03-31,1
EVAL_000472,v1.0,Math/Logic,4,70.15,16.01,2024-01-09,1
EVAL_000473,v1.0,General QA,5,82.17,25.22,2024-03-07,1
EVAL_000474,v1.0,General QA,2,65.33,21.33,2024-06-21,1
EVAL_000475,v1.0,Creative Writing,2,82.03,24.71,2024-01-01,1
EVAL_000476,v1.0,Creative Writing,5,89.94,21.43,2024-05-24,1
EVAL_000477,v1.0,Math/Logic,4,75.3,26.79,2024-02-25,1
EVAL_000478,v1.0,Creative Writing,4,73.52,18.16,2024-02-16,1
EVAL_000479,v1.0,Creative Writing,5,85.46,25.15,2024-05-22,1
EVAL_000480,v1.0,General QA,3,71.78,18.97,2024-04-12,1
EVAL_000481,v1.0,Math/Logic,3,76.64,27.19,2024-05-08,1
EVAL_000482,v1.0,Math/Logic,4,70.79,21.29,2024-01-04,1
EVAL_000483,v1.0,Scientific,4,77.67,20.35,2024-04-18,1
EVAL_000484,v1.0,Scientific,5,85.94,26.86,2024-02-23,1
EVAL_000485,v1.0,Math/Logic,4,80.39,16.15,2024-01-03,1
EVAL_000486,v1.0,Coding,3,61.88,24.98,2024-06-12,1
EVAL_000487,v1.0,Math/Logic,3,83.11,18.88,2024-01-25,1
EVAL_000488,v1.0,Scientific,3,68.01,28.99,2024-02-08,1
EVAL_000489,v1.0,Creative Writing,4,73.81,22.22,2024-06-18,1
EVAL_000490,v1.0,Coding,3,57.51,18.03,2024-01-10,1
EVAL_000491,v1.0,Coding,4,76.29,17.95,2024-04-10,1
EVAL_000492,v1.0,Creative Writing,2,78.57,25.99,2024-03-28,1
EVAL_000493,v1.0,Creative Writing,4,90.65,29.81,2024-05-30,1
EVAL_000494,v1.0,Scientific,4,86.32,28.11,2024-03-13,1
EVAL_000495,v1.0,General QA,3,72.41,15.78,2024-02-18,1
EVAL_000496,v1.0,General QA,5,71.96,22.68,2024-01-15,1
EVAL_000497,v1.0,Math/Logic,4,91.27,16.38,2024-04-25,1
EVAL_000498,v1.0,Coding,2,63.65,22.57,2024-03-23,1
EVAL_000499,v1.0,Scientific,2,84.54,16.63,2024-03-20,1
EVAL_000500,v1.0,General QA,5,87.65,30.13,2024-04-04,1
EVAL_000501,v1.0,Math/Logic,5,78.06,25.52,2024-03-12,1
EVAL_000502,v1.0,General QA,4,86.73,19.71,2024-03-12,1
EVAL_000503,v1.0,Coding,3,68.57,16.87,2024-05-19,1
EVAL_000504,v1.0,Math/Logic,5,87.53,27.08,2024-04-29,1
EVAL_000505,v1.0,Creative Writing,4,71.08,26.16,2024-05-02,1
EVAL_000506,v1.0,Math/Logic,4,69.95,27.77,2024-05-14,1
EVAL_000507,v1.0,Creative Writing,5,83.86,31.72,2024-05-15,1
EVAL_000508,v1.0,Creative Writing,4,76.43,24.33,2024-03-22,1
EVAL_000509,v1.0,Creative Writing,4,72.94,17.11,2024-05-10,1
EVAL_000510,v1.0,Creative Writing,4,84.17,24.24,2024-06-14,1
EVAL_000511,v1.0,Math/Logic,4,80.94,17.38,2024-04-17,1
EVAL_000512,v1.0,Math/Logic,3,84.39,14.23,2024-03-07,1
EVAL_000513,v1.0,Math/Logic,5,88.94,22.69,2024-04-09,1
EVAL_000514,v1.0,Coding,4,81.21,24.81,2024-04-07,1
EVAL_000515,v1.0,General QA,2,73.32,26.04,2024-05-16,1
EVAL_000516,v1.0,Coding,5,84.4,27.26,2024-06-08,1
EVAL_000517,v1.0,Coding,3,82.81,27.35,2024-03-25,1
EVAL_000518,v1.0,Math/Logic,4,68.49,26.85,2024-06-02,1
EVAL_000519,v1.0,Coding,5,85.64,21.63,2024-06-16,1
EVAL_000520,v1.0,Creative Writing,4,84.35,16.24,2024-02-12,1
EVAL_000521,v1.0,Creative Writing,4,65.19,25.1,2024-03-15,1
EVAL_000522,v1.0,Math/Logic,4,72.78,21.75,2024-06-12,1
EVAL_000523,v1.0,Math/Logic,3,78.15,21.7,2024-04-29,1
EVAL_000524,v1.0,Math/Logic,4,75.2,29.81,2024-05-13,1
EVAL_000525,v1.0,Creative Writing,3,72.13,27.43,2024-05-16,1
EVAL_000526,v1.0,General QA,5,81.25,21.73,2024-06-16,1
EVAL_000527,v1.0,Math/Logic,4,76.18,22.29,2024-03-03,1
EVAL_000528,v1.0,General QA,4,73.96,22.11,2024-04-16,1
EVAL_000529,v1.0,Coding,4,65.64,16.17,2024-04-30,1
EVAL_000530,v1.0,Scientific,5,83.5,29.8,2024-04-01,1
EVAL_000531,v1.0,Coding,5,86.17,24.69,2024-03-09,1
EVAL_000532,v1.0,Scientific,4,65.15,24.03,2024-01-21,1
EVAL_000533,v1.0,Scientific,4,76.35,20.62,2024-02-01,1
EVAL_000534,v1.0,Coding,4,63.01,30.12,2024-04-06,1
EVAL_000535,v1.0,Coding,4,57.76,23.55,2024-05-29,1
EVAL_000536,v1.0,Coding,5,88.68,30.88,2024-06-06,1
EVAL_000537,v1.0,General QA,3,56.92,20.17,2024-06-08,1
EVAL_000538,v1.0,Coding,4,78.73,18.42,2024-02-02,1
EVAL_000539,v1.0,General QA,4,76.95,17.82,2024-04-24,1
EVAL_000540,v1.0,Math/Logic,3,63.29,16.5,2024-02-16,1
EVAL_000541,v1.0,Coding,4,80.52,30.79,2024-05-16,1
EVAL_000542,v1.0,Creative Writing,5,77.51,28.53,2024-06-05,1
EVAL_000543,v1.0,Coding,5,79.53,18.33,2024-02-17,1
EVAL_000544,v1.0,Scientific,4,80.71,30.71,2024-01-17,1
EVAL_000545,v1.0,Coding,4,75.61,23.62,2024-02-22,1
EVAL_000546,v1.0,Creative Writing,5,60.36,27.43,2024-06-08,1
EVAL_000547,v1.0,Coding,4,71.94,28.32,2024-03-20,1
EVAL_000548,v1.0,Math/Logic,5,74.26,24.77,2024-03-23,1
EVAL_000549,v1.0,Coding,4,91.06,17.14,2024-01-30,1
EVAL_000550,v1.0,General QA,4,85.35,17.0,2024-01-22,1
EVAL_000551,v1.0,Scientific,4,71.67,24.18,2024-02-18,1
EVAL_000552,v1.0,Creative Writing,4,76.3,19.47,2024-05-02,1
EVAL_000553,v1.0,General QA,3,67.58,19.59,2024-02-28,1
EVAL_000554,v1.0,Math/Logic,5,82.44,28.63,2024-03-31,1
EVAL_000555,v1.0,Coding,4,90.6,25.48,2024-03-01,1
EVAL_000556,v1.0,Creative Writing,5,69.41,25.82,2024-03-02,1
EVAL_000557,v1.0,General QA,4,90.86,25.94,2024-05-06,1
EVAL_000558,v1.0,Creative Writing,3,71.61,23.08,2024-01-21,1
EVAL_000559,v1.0,Scientific,5,92.31,20.35,2024-06-18,1
EVAL_000560,v1.0,Scientific,4,79.92,20.71,2024-02-09,1
EVAL_000561,v1.0,Coding,4,69.66,23.61,2024-03-20,1
EVAL_000562,v1.0,Coding,4,74.66,22.76,2024-03-02,1
EVAL_000563,v1.0,Coding,3,75.88,28.09,2024-03-01,1
EVAL_000564,v1.0,General QA,4,84.13,20.18,2024-06-03,1
EVAL_000565,v1.0,Creative Writing,4,91.58,30.75,2024-03-24,1
EVAL_000566,v1.0,Scientific,4,73.49,16.47,2024-03-03,1
EVAL_000567,v1.0,Coding,5,79.81,18.58,2024-06-26,1
EVAL_000568,v1.0,Scientific,4,90.8,29.51,2024-04-13,1
EVAL_000569,v1.0,Math/Logic,4,88.59,24.65,2024-02-07,1
EVAL_000570,v1.0,Math/Logic,5,86.26,30.1,2024-04-18,1
EVAL_000571,v1.0,Math/Logic,3,68.73,15.95,2024-05-28,1
EVAL_000572,v1.0,Math/Logic,3,80.25,15.99,2024-04-08,1
EVAL_000573,v1.0,Scientific,4,85.4,24.71,2024-03-01,1
EVAL_000574,v1.0,Math/Logic,5,81.66,23.84,2024-01-20,1
EVAL_000575,v1.0,Scientific,3,80.31,23.28,2024-02-28,1
EVAL_000576,v1.0,Math/Logic,5,93.94,26.9,2024-02-01,1
EVAL_000577,v1.0,Scientific,5,84.2,19.65,2024-03-15,1
EVAL_000578,v1.0,Math/Logic,4,78.56,30.61,2024-05-29,1
EVAL_000579,v1.0,Creative Writing,4,89.55,19.06,2024-05-29,1
EVAL_000580,v1.0,Coding,4,83.26,16.29,2024-04-21,1
EVAL_000581,v1.0,Math/Logic,5,82.53,30.04,2024-06-14,1
EVAL_000582,v1.0,Math/Logic,5,82.35,27.64,2024-01-26,1
EVAL_000583,v1.0,Creative Writing,4,79.13,16.48,2024-02-09,1
EVAL_000584,v1.0,Math/Logic,4,68.31,29.24,2024-03-02,1
EVAL_000585,v1.0,Math/Logic,4,66.6,20.3,2024-03-13,1
EVAL_000586,v1.0,Scientific,4,65.34,25.05,2024-02-26,1
EVAL_000587,v1.0,Coding,3,65.66,28.63,2024-06-25,1
EVAL_000588,v1.0,Math/Logic,4,85.5,19.16,2024-02-03,1
EVAL_000589,v1.0,Math/Logic,4,75.42,18.51,2024-03-24,1
EVAL_000590,v1.0,General QA,5,84.06,21.3,2024-02-25,1
EVAL_000591,v1.0,Scientific,3,79.71,18.54,2024-02-05,1
EVAL_000592,v1.0,Creative Writing,4,70.57,17.15,2024-03-28,1
EVAL_000593,v1.0,Math/Logic,5,92.6,20.34,2024-01-10,1
EVAL_000594,v1.0,Creative Writing,3,64.62,20.63,2024-02-26,1
EVAL_000595,v1.0,Math/Logic,3,69.74,19.21,2024-01-18,1
EVAL_000596,v1.0,Scientific,4,92.49,16.67,2024-06-15,1
EVAL_000597,v1.0,Scientific,4,93.61,18.93,2024-03-22,1
EVAL_000598,v1.0,Coding,2,76.81,24.57,2024-03-11,1
EVAL_000599,v1.0,Scientific,3,82.26,20.81,2024-03-29,1
EVAL_000600,v1.0,General QA,5,93.4,29.04,2024-03-30,1
EVAL_000601,v1.0,General QA,5,90.04,22.19,2024-06-14,1
EVAL_000602,v1.0,Scientific,3,74.5,20.1,2024-05-29,1
EVAL_000603,v1.0,Math/Logic,3,83.68,25.78,2024-02-01,1
EVAL_000604,v1.0,Scientific,4,91.86,26.94,2024-04-02,1
EVAL_000605,v1.0,General QA,3,72.5,17.27,2024-03-24,1
EVAL_000606,v1.0,General QA,3,66.73,23.41,2024-03-21,1
EVAL_000607,v1.0,Math/Logic,3,75.26,21.29,2024-04-18,1
EVAL_000608,v1.0,Creative Writing,4,75.03,22.99,2024-01-16,1
EVAL_000609,v1.0,Creative Writing,5,84.56,32.03,2024-04-03,1
EVAL_000610,v1.0,Creative Writing,4,59.51,25.23,2024-06-28,1
EVAL_000611,v1.0,General QA,5,80.17,22.18,2024-02-26,1
EVAL_000612,v1.0,Coding,4,91.38,21.04,2024-05-19,1
EVAL_000613,v1.0,Math/Logic,5,86.56,27.16,2024-02-11,1
EVAL_000614,v1.0,Creative Writing,5,81.73,21.55,2024-03-25,1
EVAL_000615,v1.0,Math/Logic,3,80.12,15.31,2024-06-25,1
EVAL_000616,v1.0,Math/Logic,3,69.82,18.41,2024-04-13,1
EVAL_000617,v1.0,Creative Writing,5,85.86,20.88,2024-01-28,1
EVAL_000618,v1.0,Math/Logic,4,92.09,21.26,2024-06-25,1
EVAL_000619,v1.0,Creative Writing,5,71.28,26.15,2024-03-23,1
EVAL_000620,v1.0,Creative Writing,3,68.2,26.74,2024-06-18,1
EVAL_000621,v1.0,General QA,5,89.92,32.08,2024-04-23,1
EVAL_000622,v1.0,Scientific,3,67.03,24.65,2024-01-31,1
EVAL_000623,v1.0,Creative Writing,3,76.21,21.06,2024-03-13,1
EVAL_000624,v1.0,Coding,4,78.63,20.41,2024-01-27,1
EVAL_000625,v1.0,Creative Writing,4,60.06,22.17,2024-06-10,1
EVAL_000626,v1.0,Coding,4,90.11,26.37,2024-05-08,1
EVAL_000627,v1.0,Scientific,4,86.07,28.95,2024-04-25,1
EVAL_000628,v1.0,General QA,3,84.61,21.39,2024-04-19,1
EVAL_000629,v1.0,Coding,5,91.69,23.85,2024-03-10,1
EVAL_000630,v1.0,Math/Logic,3,66.99,27.1,2024-04-13,1
EVAL_000631,v1.0,Scientific,4,75.69,17.24,2024-03-01,1
EVAL_000632,v1.0,Scientific,3,64.54,15.38,2024-04-11,1
EVAL_000633,v1.0,Math/Logic,4,71.88,26.5,2024-02-20,1
EVAL_000634,v1.0,Coding,3,80.97,28.07,2024-05-01,1
EVAL_000635,v1.0,General QA,3,69.26,16.16,2024-01-31,1
EVAL_000636,v1.0,Coding,2,66.26,26.84,2024-05-08,1
EVAL_000637,v1.0,Math/Logic,4,69.85,27.18,2024-01-22,1
EVAL_000638,v1.0,Scientific,5,71.4,22.92,2024-03-30,1
EVAL_000639,v1.0,Scientific,2,54.15,24.61,2024-04-19,1
EVAL_000640,v1.0,General QA,5,82.61,22.14,2024-06-11,1
EVAL_000641,v1.0,Scientific,4,70.02,23.97,2024-01-26,1
EVAL_000642,v1.0,Coding,4,67.11,25.29,2024-05-11,1
EVAL_000643,v1.0,Math/Logic,4,90.72,19.59,2024-05-22,1
EVAL_000644,v1.0,General QA,4,83.52,25.72,2024-05-27,1
EVAL_000645,v1.0,Coding,4,73.53,29.49,2024-02-19,1
EVAL_000646,v1.0,General QA,4,83.62,24.07,2024-06-13,1
EVAL_000647,v1.0,Math/Logic,4,76.44,23.77,2024-01-31,1
EVAL_000648,v1.0,Creative Writing,5,70.87,32.37,2024-02-14,1
EVAL_000649,v1.0,Creative Writing,5,93.7,24.05,2024-05-25,1
EVAL_000650,v1.0,Scientific,5,79.63,30.37,2024-06-21,1
EVAL_000651,v1.0,Creative Writing,3,63.5,21.51,2024-04-15,1
EVAL_000652,v1.0,Math/Logic,2,72.9,25.52,2024-01-06,1
EVAL_000653,v1.0,Coding,4,82.79,26.45,2024-03-21,1
EVAL_000654,v1.0,Math/Logic,4,71.65,22.61,2024-05-29,1
EVAL_000655,v1.0,Creative Writing,4,70.11,22.46,2024-03-13,1
EVAL_000656,v1.0,Coding,4,75.86,24.2,2024-01-30,1
EVAL_000657,v1.0,Coding,3,63.47,25.36,2024-02-27,1
EVAL_000658,v1.0,Scientific,3,61.95,15.15,2024-01-11,1
EVAL_000659,v1.0,Creative Writing,5,84.23,31.9,2024-02-11,1
EVAL_000660,v1.0,Coding,3,63.88,19.89,2024-03-30,1
EVAL_000661,v1.0,General QA,4,84.51,24.83,2024-03-17,1
EVAL_000662,v1.0,General QA,3,90.91,24.64,2024-03-12,1
EVAL_000663,v1.0,General QA,4,77.81,19.36,2024-04-29,1
EVAL_000664,v1.0,Creative Writing,3,82.64,27.06,2024-06-06,1
EVAL_000665,v1.0,General QA,4,83.95,26.91,2024-05-22,1
EVAL_000666,v1.0,Math/Logic,3,83.59,17.13,2024-06-13,1
EVAL_000667,v1.0,Creative Writing,5,89.33,23.2,2024-05-09,1
EVAL_000668,v1.0,Math/Logic,3,64.51,24.46,2024-05-20,1
EVAL_000669,v1.0,Coding,5,79.55,31.44,2024-06-12,1
EVAL_000670,v1.0,Coding,3,68.45,24.09,2024-05-27,1
EVAL_000671,v1.0,Scientific,4,88.17,17.23,2024-03-08,1
EVAL_000672,v1.0,Math/Logic,5,87.61,25.57,2024-03-08,1
EVAL_000673,v1.0,Math/Logic,4,66.01,23.61,2024-06-07,1
EVAL_000674,v1.0,Coding,4,96.49,22.7,2024-02-29,1
EVAL_000675,v1.0,Coding,4,77.69,22.44,2024-03-28,1
EVAL_000676,v1.0,Coding,4,64.37,23.85,2024-05-19,1
EVAL_000677,v1.0,General QA,5,83.93,21.8,2024-01-24,1
EVAL_000678,v1.0,Coding,4,69.64,20.86,2024-01-27,1
EVAL_000679,v1.0,Creative Writing,5,88.34,22.86,2024-04-14,1
EVAL_000680,v1.0,Math/Logic,3,74.07,15.83,2024-04-16,1
EVAL_000681,v1.0,Coding,4,73.67,29.93,2024-06-16,1
EVAL_000682,v1.0,Math/Logic,3,85.39,22.22,2024-05-31,1
EVAL_000683,v1.0,General QA,4,86.59,28.09,2024-04-10,1
EVAL_000684,v1.0,Creative Writing,3,68.24,22.2,2024-04-10,1
EVAL_000685,v1.0,Scientific,4,69.61,18.26,2024-02-05,1
EVAL_000686,v1.0,Coding,5,73.45,31.5,2024-04-05,1
EVAL_000687,v1.0,Math/Logic,5,94.36,21.8,2024-04-18,1
EVAL_000688,v1.0,Coding,3,69.53,15.92,2024-05-19,1
EVAL_000689,v1.0,Coding,3,84.87,16.02,2024-02-13,1
EVAL_000690,v1.0,Math/Logic,5,88.75,19.55,2024-04-25,1
EVAL_000691,v1.0,Scientific,4,63.75,18.22,2024-02-01,1
EVAL_000692,v1.0,Creative Writing,5,100.0,19.28,2024-06-01,1
EVAL_000693,v1.0,Math/Logic,3,77.45,15.42,2024-06-20,1
EVAL_000694,v1.0,Math/Logic,4,87.24,17.31,2024-01-16,1
EVAL_000695,v1.0,Coding,3,85.48,21.15,2024-05-08,1
EVAL_000696,v1.0,Math/Logic,4,82.07,26.42,2024-06-09,1
EVAL_000697,v1.0,Coding,4,85.05,24.59,2024-01-20,1
EVAL_000698,v1.0,General QA,4,84.32,26.11,2024-03-26,1
EVAL_000699,v1.0,Creative Writing,5,77.68,20.94,2024-02-11,1
EVAL_000700,v1.0,Math/Logic,5,64.76,26.12,2024-01-20,1
EVAL_000701,v1.0,Creative Writing,4,87.83,17.0,2024-01-11,1
EVAL_000702,v1.0,General QA,4,75.86,20.08,2024-05-13,1
EVAL_000703,v1.0,Math/Logic,4,73.79,28.15,2024-02-21,1
EVAL_000704,v1.0,Scientific,4,93.02,30.12,2024-06-13,1
EVAL_000705,v1.0,Coding,3,78.53,24.13,2024-03-15,1
EVAL_000706,v1.0,Creative Writing,4,75.26,24.26,2024-06-21,1
EVAL_000707,v1.0,General QA,4,81.16,16.93,2024-04-06,1
EVAL_000708,v1.0,General QA,3,65.85,15.6,2024-06-06,1
EVAL_000709,v1.0,General QA,3,68.81,23.9,2024-03-04,1
EVAL_000710,v1.0,Creative Writing,2,69.46,22.96,2024-03-21,1
EVAL_000711,v1.0,Math/Logic,3,66.43,21.88,2024-02-19,1
EVAL_000712,v1.0,General QA,4,69.04,18.44,2024-05-24,1
EVAL_000713,v1.0,Scientific,4,67.1,24.93,2024-02-04,1
EVAL_000714,v1.0,Coding,4,62.84,26.18,2024-02-01,1
EVAL_000715,v1.0,General QA,3,72.89,16.27,2024-01-31,1
EVAL_000716,v1.0,Math/Logic,3,81.55,21.05,2024-05-11,1
EVAL_000717,v1.0,Creative Writing,4,87.92,20.6,2024-01-01,1
EVAL_000718,v1.0,Math/Logic,4,82.28,25.05,2024-05-31,1
EVAL_000719,v1.0,Creative Writing,4,78.48,26.08,2024-02-02,1
EVAL_000720,v1.0,Creative Writing,4,89.11,17.98,2024-01-15,1
EVAL_000721,v1.0,Creative Writing,4,80.43,24.99,2024-06-19,1
EVAL_000722,v1.0,Math/Logic,4,67.94,16.73,2024-05-01,1
EVAL_000723,v1.0,Creative Writing,3,90.53,26.0,2024-01-22,1
EVAL_000724,v1.0,Math/Logic,5,88.28,26.98,2024-02-24,1
EVAL_000725,v1.0,Coding,5,93.02,21.31,2024-04-28,1
EVAL_000726,v1.0,Math/Logic,5,81.83,25.85,2024-03-14,1
EVAL_000727,v1.0,Creative Writing,4,77.98,18.45,2024-03-23,1
EVAL_000728,v1.0,Scientific,3,69.44,19.97,2024-03-17,1
EVAL_000729,v1.0,Math/Logic,5,75.36,20.18,2024-05-11,1
EVAL_000730,v1.0,General QA,3,63.19,22.49,2024-01-09,1
EVAL_000731,v1.0,Scientific,4,73.85,29.54,2024-04-22,1
EVAL_000732,v1.0,Coding,5,68.34,24.81,2024-04-22,1
EVAL_000733,v1.0,Math/Logic,5,93.53,20.49,2024-01-23,1
EVAL_000734,v1.0,Math/Logic,5,76.75,20.55,2024-04-01,1
EVAL_000735,v1.0,Coding,3,79.92,23.79,2024-03-08,1
EVAL_000736,v1.0,Scientific,3,69.78,24.93,2024-06-24,1
EVAL_000737,v1.0,General QA,4,75.69,24.2,2024-04-23,1
EVAL_000738,v1.0,Scientific,3,60.81,25.74,2024-02-04,1
EVAL_000739,v1.0,Math/Logic,5,81.36,29.1,2024-05-30,1
EVAL_000740,v1.0,General QA,3,80.68,22.68,2024-05-26,1
EVAL_000741,v1.0,Scientific,4,87.05,22.24,2024-03-20,1
